Category	Mod	DevURL
6th sense	Audio	
6th sense	--RelHax by Willster419	
6th sense	--OMC signal (8 sec)	
6th sense	--OMC signal (8 sec) 10db softer	
6th sense	--Casino	
6th sense	--Cyborg by APCR-NOOB	
6th sense	--Deadpool	
6th sense	--Admiral Ackbar	
6th sense	--German Die Zwei	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/567880-","link")
6th sense	--General Lee	
6th sense	--German Soldier	
6th sense	--Homer D'oh	
6th sense	--"I am Groot" by HAWG	=HYPERLINK("https://wgmods.net/2053/details","link")
6th sense	--Illuminati by Aimdrol	
6th sense	--Jingles	=HYPERLINK("https://wgmods.net/727/details","link")
6th sense	--Metal Gear Solid	
6th sense	--Minions	
6th sense	--Miqt's Sheep	
6th sense	--Monty Python	=HYPERLINK("https://wgmods.net/756/details","link")
6th sense	--Sauron signal	
6th sense	--Star Trek by The Illusive Man	
6th sense	--"Suprise...NOT"	
6th sense	--Szarik	
6th sense	--Standard signal (10 sec)	
6th sense	Icon	
6th sense	--Relic	
6th sense	--Relic (small)	
6th sense	--OMC	
6th sense	--OMNI Logo	
6th sense	--Armagomen	
6th sense	--Aslain	
6th sense	--blue LED	
6th sense	--blue Lightning	
6th sense	--Boobs	
6th sense	--Captain America	
6th sense	--Darth Vader	
6th sense	--EiKarrRamba	
6th sense	--Eyeball	
6th sense	--F4CE	
6th sense	--Freaky Icecubes	
6th sense	--Fry	
6th sense	--FS	
6th sense	--General Ackbar	
6th sense	--Granate	
6th sense	--gRuMM3l	
6th sense	--gRuMM3lin3	
6th sense	--GuP	
6th sense	--Homer D'oh	
6th sense	--"I am Groot"	=HYPERLINK("https://wgmods.net/2053/details","link")
6th sense	--Jeff	
6th sense	--J1mB0	
6th sense	--Jingles	=HYPERLINK("https://wgmods.net/727/details","link")
6th sense	--JUMBO	
6th sense	--JUST	
6th sense	--KHAAAN	=HYPERLINK("https://wgmods.net/3104/","link")
6th sense	--Kirk	
6th sense	--Kriegstreiber	
6th sense	--Laser	
6th sense	--LEOTM	
6th sense	--Light-bulb	
6th sense	--Mandalorian	
6th sense	--Minions	
6th sense	--Miqt's Sheep	
6th sense	--Monty Python	=HYPERLINK("https://wgmods.net/756/details","link")
6th sense	--Mootality	
6th sense	--PedoBear	
6th sense	--Predator	
6th sense	--PZK	
6th sense	--Rage face	
6th sense	--Ratz Fatz	
6th sense	--Reaper_by_elektrosmoker	
6th sense	--Red Bulb	
6th sense	--Red Hand	
6th sense	--Red warning Sign	
6th sense	--Resistance is futile v1 (transparent)	=HYPERLINK("https://wgmods.net/3148/","link")
6th sense	--Resistance_is_futile_v2	
6th sense	--Riokat	
6th sense	--Sauron	
6th sense	--Serb	=HYPERLINK("https://wgmods.net/3106/","link")
6th sense	--Shaggy	
6th sense	--Shark	
6th sense	--Slimer	
6th sense	--Socke	
6th sense	--Spock (perplexed)	=HYPERLINK("https://wgmods.net/3105/","link")
6th sense	--Superman	
6th sense	--SWF-A	
6th sense	--Szarik	
6th sense	--The Mask	
6th sense	--WoT-Dog	
6th sense	--YAMATE!!	
6th sense	--Yoda smokes by elektrosmoker	
6th sense	--Yellow Warning Sign	
6th sense	--Quickybaby Sixth Sense	
6th sense	--Animated Illuminati pyramid by Aimdrol	
6th sense	--Animated light bulb by Aimdrol	
6th sense	--Animated "Troll Face" by The Illusion	
6th sense	--Animated "Wile E. Coyote" by The Illusion	
6th sense	--Sixth Sense icon time duration	
6th sense	----5 Seconds	
6th sense	----7 Seconds	
6th sense	----10 Seconds	
6th sense	----12 Seconds	
Tank Skin Packs	Contour skins black and white with areas of penetration ( ͡° ͜ʖ ͡°) by Mr.13 v1.6.0.0	=HYPERLINK("https://koreanrandom.com/forum/topic/1400-\r\nhttp://hjundaj.com/mods/skins/contoured-hitzone-skins-by-korean-random","link")
Tank Skin Packs	--With barrel marks	=HYPERLINK("https://koreanrandom.com/forum/topic/1400-\r\nhttp://hjundaj.com/mods/skins/contoured-hitzone-skins-by-korean-random","link")
Tank Skin Packs	--No barrel marks	=HYPERLINK("https://koreanrandom.com/forum/topic/1400-\r\nhttp://hjundaj.com/mods/skins/contoured-hitzone-skins-by-korean-random","link")
Tank Skin Packs	Classic's Wotshop - Nation Vehicle Skins	=HYPERLINK("http://classicswotworkshop.weebly.com/","link")
Tank Skin Packs	--Chinese	
Tank Skin Packs	----Military Green	=HYPERLINK("http://classicswotworkshop.weebly.com/military-green.html","link")
Tank Skin Packs	----Brown Drab	=HYPERLINK("http://classicswotworkshop.weebly.com/brown-drab.html","link")
Tank Skin Packs	--Czech	
Tank Skin Packs	----Olive Drab	=HYPERLINK("http://classicswotworkshop.weebly.com/olive-drab.html","link")
Tank Skin Packs	----Primer Grey	=HYPERLINK("http://classicswotworkshop.weebly.com/primer-grey.html","link")
Tank Skin Packs	----Ultra Dark	=HYPERLINK("http://classicswotworkshop.weebly.com/ultra-dark.html","link")
Tank Skin Packs	--French	
Tank Skin Packs	----Vert-dArtillerie (formerly Artillery Green)	=HYPERLINK("http://classicswotworkshop.weebly.com/artillery-green.html","link")
Tank Skin Packs	----Gris Vert	=HYPERLINK("http://classicswotworkshop.weebly.com/gris-vert.html","link")
Tank Skin Packs	----Vert Olive	=HYPERLINK("https://classicswotworkshop.weebly.com/vert-olive.html","link")
Tank Skin Packs	--German	
Tank Skin Packs	----Bundeswehr Green	=HYPERLINK("http://classicswotworkshop.weebly.com/bundeswehr-gruumln.html","link")
Tank Skin Packs	----Neue Dunkelgelb	=HYPERLINK("http://classicswotworkshop.weebly.com/neue-dunkelgelb.html","link")
Tank Skin Packs	--Polish Szarozielony Gray Green	=HYPERLINK("https://classicswotworkshop.weebly.com/szarozielony-gray-green.html","link")
Tank Skin Packs	--Hungarian Factory Green	=HYPERLINK("http://classicswotworkshop.weebly.com/hungarian-factory-green.html","link")
Tank Skin Packs	--Japanese	
Tank Skin Packs	----Reddish Brown	=HYPERLINK("http://classicswotworkshop.weebly.com/reddish-brown.html","link")
Tank Skin Packs	----Light Blue	=HYPERLINK("https://classicswotworkshop.weebly.com/light-blue.html","link")
Tank Skin Packs	--UK	
Tank Skin Packs	----Bronze Green	=HYPERLINK("https://classicswotworkshop.weebly.com/bronze-green.html","link")
Tank Skin Packs	----Light Olive	=HYPERLINK("http://classicswotworkshop.weebly.com/light-olive.html","link")
Tank Skin Packs	--US	
Tank Skin Packs	----Thunderbolt Green	=HYPERLINK("https://classicswotworkshop.weebly.com/thunderbolt-green.html","link")
Tank Skin Packs	----Forest Green	=HYPERLINK("https://classicswotworkshop.weebly.com/forest-green.html","link")
Tank Skin Packs	--USSR 4BO-1 Green	=HYPERLINK("http://classicswotworkshop.weebly.com/4bo-1-green.html","link")
Tank Skin Packs	Classic's Wotshop - Other Vehicle Skins	
Tank Skin Packs	--Israeli Desert Sand	=HYPERLINK("http://classicswotworkshop.weebly.com/desert-base.html","link")
Tank Skin Packs	--Zephyr Multicolor Camo Pack	=HYPERLINK("http://classicswotworkshop.weebly.com/multicolor-zephyr-camo.html","link")
Tank Skin Packs	--Digital Clan Camo Pack	=HYPERLINK("http://classicswotworkshop.weebly.com/ryuukai-digital-clan-camo.html","link")
Tank Skin Packs	--SST Blue Camo Pack	=HYPERLINK("http://classicswotworkshop.weebly.com/sst-blue-splintered.html","link")
Tank Skin Packs	The Falkonett´s UUP	=HYPERLINK("https://github.com/TheFalkonett?tab=repositories","link")
Tank Skin Packs	--only pictures - no files	=HYPERLINK("https://github.com/TheFalkonett?tab=repositories","link")
Tank Skin Packs	----Germany	=HYPERLINK("https://github.com/TheFalkonett?tab=repositories","link")
Tank Skin Packs	----USSR	=HYPERLINK("https://github.com/TheFalkonett?tab=repositories","link")
Tank Skin Packs	----USA	=HYPERLINK("https://github.com/TheFalkonett?tab=repositories","link")
Tank Skin Packs	----France	=HYPERLINK("https://github.com/TheFalkonett?tab=repositories","link")
Tank Skin Packs	----UK	=HYPERLINK("https://github.com/TheFalkonett?tab=repositories","link")
Tank Skin Packs	----China	=HYPERLINK("https://github.com/TheFalkonett?tab=repositories","link")
Tank Skin Packs	----Japan	=HYPERLINK("https://github.com/TheFalkonett?tab=repositories","link")
Tank Skin Packs	----Czechoslovakia	=HYPERLINK("https://github.com/TheFalkonett?tab=repositories","link")
Tank Skin Packs	----Sweden	=HYPERLINK("https://github.com/TheFalkonett?tab=repositories","link")
Tank Skin Misc	Colored Dead Tanks	=HYPERLINK("https://koreanrandom.com/forum/topic/1578-mctcreator-однотонные-текстуры-танков-цветные-траки-полупрозрачные-камуфляжи-версия-114-дата-02072017/","link")
Tank Skin Misc	--white	
Tank Skin Misc	--red	
Tank Skin Misc	--green	
Tank Skin Misc	--gray	
Tank Skin Misc	Colored damage stickers (paintball mod)	
Tank Skin Misc	--HAWG Regular	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hota-paint-ball-damage","link")
Tank Skin Misc	--HAWG Colorblind	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-colorblind-paint-ball-damage","link")
Tank Skin Misc	--Schematic	=HYPERLINK("https://modsworldoftanks.com/colored-hits-paintball/","link")
Tank Skin Misc	--webium	=HYPERLINK("https://modsworldoftanks.com/colored-hits-paintball/","link")
Tank Skin Misc	--Protanki	=HYPERLINK("https://protanki.tv/mods/battle_mod/tsvetnye-otmetki-popadanii","link")
Tank Skin Misc	Colored Crashed Tracks	=HYPERLINK("https://koreanrandom.com/forum/topic/1578-mctcreator-однотонные-текстуры-танков-цветные-траки-полупрозрачные-камуфляжи-версия-114-дата-02072017/","link")
Tank Skin Misc	--white	
Tank Skin Misc	--red	
Tank Skin Misc	--green	
Tank Skin Misc	--gray	
Tank Skin Misc	--blue	
Tank Skin Misc	Visibility-options for graphics on tanks (decals, inscriptions, clan logo, camouflages)	
Tank Skin Misc	--camouflage management	
Tank Skin Misc	----Camouflages Selector by Polyacov_Yury	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1825657-\r\nhttps://koreanrandom.com/forum/topic/35250-10110052018-установщик-камуфляжей-aka-camoselector/","link")
Tank Skin Misc	----transparent camouflage for all tanks	=HYPERLINK("https://wgmods.net/1548/details","link")
Tank Skin Misc	--remove graphics on tanks	
Tank Skin Misc	----for all vehicles	
Tank Skin Misc	------Clan Logo Remover	=HYPERLINK("https://github.com/StranikS-Scan/StranikS_Scan-mods/tree/master/EmblemsOff","link")
Tank Skin Misc	------Transparent Nation Decals	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/445306-","link")
Tank Skin Misc	------Stickers and Inscriptions Remover	=HYPERLINK("https://wgmods.net/1549/details","link")
Tank Skin Misc	----for single vehicles	
Tank Skin Misc	------Limpid Stickers v2.7 by goofy67	=HYPERLINK("https://wgmods.net/1031/details","link")
Tank Skin Misc	--Skinner (needs installed tank skins)	=HYPERLINK("https://wgmods.net/2823/","link")
Tank Skin Misc	Marks Of Excellence (insignia on gun barrel)	
Tank Skin Misc	--DEFAULT	
Tank Skin Misc	--Relic Logo by Willster419	
Tank Skin Misc	--"8/8 IGN" by Aimdrol	
Tank Skin Misc	--3rdguards by Willster419	
Tank Skin Misc	--Glorious 4Head by Willster419	
Tank Skin Misc	--Ace Tanker by Aimdrol	
Tank Skin Misc	--BlyFosc0	
Tank Skin Misc	--French by HG_Skins	=HYPERLINK("https://wgmods.net/2370/details","link")
Tank Skin Misc	--Illuminati by Aimdrol	
Tank Skin Misc	--Kountryball by Kaptain_Prio	=HYPERLINK("https://wgmods.net/938/details","link")
Tank Skin Misc	--New Faction by Kaptain_Prio	=HYPERLINK("https://wgmods.net/13535/details","link")
Tank Skin Misc	--KV-2(R) MOE for all tanks by The Illusion	
Tank Skin Misc	--MailandW	
Tank Skin Misc	--xXx_MVP_xXx by Aimdrol	
Tank Skin Misc	--QuickeyBaby by Aimdrol	
Tank Skin Misc	--RichW	
Tank Skin Misc	--Serb	
Tank Skin Misc	--SkarW	
Tank Skin Misc	--VeitCeps	
Tank Skin Misc	--V1 by VoPV	
Tank Skin Misc	--V2 by VoPV	
Tank Skin Misc	--WeenisW	
Tank Skin Misc	--WeenisY	
Custom Tank Skins	China	
Custom Tank Skins	--Heavy	
Custom Tank Skins	----112	
Custom Tank Skins	------"Nvidia-Style white"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p73/112_"Nvidia-Style_white".html","link")
Custom Tank Skins	----113	
Custom Tank Skins	------"NVIDIA-Style black" by PeNeTrAtOrX	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p71/113_"Nvidia-Style_black".html","link")
Custom Tank Skins	------"NVIDIA-Style white" by PeNeTrAtOrX	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p72/113_"Nvidia-Style_white".html","link")
Custom Tank Skins	--Light	
Custom Tank Skins	----WZ-132	
Custom Tank Skins	------Star Wars Stormtrooper	=HYPERLINK("https://wgmods.net/859/details","link")
Custom Tank Skins	--Medium	
Custom Tank Skins	----121	
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/108/details","link")
Custom Tank Skins	----T-34-3	
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/125/details","link")
Custom Tank Skins	----Type 59	
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/856/details","link")
Custom Tank Skins	--Tank Destroyer	
Custom Tank Skins	----WZ120 1G FT	
Custom Tank Skins	------"Nvidia-Style white"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p116/WZ-120-1G_FT_%22Nvidia-Style_white%22.html","link")
Custom Tank Skins	Czech	
Custom Tank Skins	--Medium	
Custom Tank Skins	----Skoda TVP T50-51	
Custom Tank Skins	------Deh0mbreS RENEWED by Sgt_Krollnikow51	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/622-deh0mbres-renewed-remod-for-czech-medium-tank-tvp-t5051/","link")
Custom Tank Skins	----Skoda TVP VTU	
Custom Tank Skins	------Reskin by HG_Skins	=HYPERLINK("https://wgmods.net/2348/details","link")
Custom Tank Skins	----Skoda T25	
Custom Tank Skins	------Reskin by HG_Skins	=HYPERLINK("https://wgmods.net/2349/details","link")
Custom Tank Skins	France	
Custom Tank Skins	--Artillery	
Custom Tank Skins	----105 leFH18B2	
Custom Tank Skins	------105 leFH18B2 "leFHant"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p7/105_leFH18B2_%22leFHant%22.html","link")
Custom Tank Skins	--Heavy	
Custom Tank Skins	----AMX M4 mle. 54	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/617-deh0mbres-renewed-remod-for-amx-mle-1949-ter-french-heavy-tank","link")
Custom Tank Skins	------Deh0mbreS RENEWED by Sgt_Krollnikow51	
Custom Tank Skins	----AMX 50B	
Custom Tank Skins	------Deh0mbreS RENEWED by Sgt_Krollnikow51	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/616-deh0mbres-renewed-remod-for-french-amx50b-heavy-tank","link")
Custom Tank Skins	----AMX M4 mle. 49 as Liberté	
Custom Tank Skins	------LEF Liberté Égalité Fraternité for all	=HYPERLINK("https://wgmods.net/3150/","link")
Custom Tank Skins	----FCM 50t	
Custom Tank Skins	------FCM 50 t Liberté Skin	=HYPERLINK("https://wgmods.net/2758/details","link")
Custom Tank Skins	----BDR G1 B	
Custom Tank Skins	------"Mordian-Style"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p125/BDR_G1_B_%22Mordian_style_set%22_%28for_free%21%29.html","link")
Custom Tank Skins	--Medium	
Custom Tank Skins	----M4A1 Revalorise	
Custom Tank Skins	------Avalon's M-51 Super Sherman	=HYPERLINK("https://wgmods.net/1516/","link")
Custom Tank Skins	----Bat Chatillon25t	
Custom Tank Skins	------New Year Offensive	=HYPERLINK("https://wgmods.net/2635/details","link")
Custom Tank Skins	----AMX CDC	
Custom Tank Skins	----Lorraine 40 t	
Custom Tank Skins	------Classic's Lorraine 40 t "Early Prototype" Remodel	=HYPERLINK("https://wgmods.net/688/","link")
Custom Tank Skins	--Light	
Custom Tank Skins	----AMX 40	
Custom Tank Skins	------Le Quack	=HYPERLINK("https://wgmods.net/3174/","link")
Custom Tank Skins	----AMX ELC	
Custom Tank Skins	------Dukes of Hazard by YodaSchlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------Hello Kitty by YodaSchlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------MONSTER Energy by YodaSchlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------YodaSchlumpf by YodaSchlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	----AMX 13 90	
Custom Tank Skins	------Mirukii's AMX 13 90 Remodel	=HYPERLINK("https://wgmods.net/267/details","link")
Custom Tank Skins	----Lynx 6x6	
Custom Tank Skins	------Modern Pattern	=HYPERLINK("https://wgmods.net/3004/details","link")
Custom Tank Skins	----Panhard AMD 178B	
Custom Tank Skins	------Reskin by HG_Skins	=HYPERLINK("https://wgmods.net/3052/details","link")
Custom Tank Skins	----Panhard EBR 75	
Custom Tank Skins	------Bring the Heat	=HYPERLINK("https://wgmods.net/3070/","link")
Custom Tank Skins	----Panhard EBR 105	
Custom Tank Skins	------Pedal to the Metal Event Edition	=HYPERLINK("https://wgmods.net/3032/details","link")
Custom Tank Skins	GB	
Custom Tank Skins	--Artillery	
Custom Tank Skins	----ConquerorGC	
Custom Tank Skins	------The Horse	=HYPERLINK("https://wgmods.net/2393/details","link")
Custom Tank Skins	----FV304	
Custom Tank Skins	------Bert The Avenger	=HYPERLINK("http://classicswotworkshop.weebly.com/fv304-bert-the-avenger.html","link")
Custom Tank Skins	------"GB Police Car"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p8/FV304_%22GB_Police_Car%22.html","link")
Custom Tank Skins	------"US Police Car"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p9/FV304_%22US_Police_Car%22.html","link")
Custom Tank Skins	------RaceControl by yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	--Heavy	
Custom Tank Skins	----T95/FV4201_Chieftain	
Custom Tank Skins	------Chieftain Mk.10	=HYPERLINK("https://wgmods.net/3607/","link")
Custom Tank Skins	----Super Conqueror	
Custom Tank Skins	------Deh0mbreS RENEWED by Sgt_Krollnikow51	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/629-deh0mbres-renewed-super-conqueror-british-heavy-tank-remod","link")
Custom Tank Skins	----Caernarvon_AX	
Custom Tank Skins	------Caernarvon AX by runnerwt	=HYPERLINK("https://wgmods.net/2816/details","link")
Custom Tank Skins	------Caernarvon AX by ByFor	
Custom Tank Skins	----TOG II	
Custom Tank Skins	------Chewbacca	=HYPERLINK("https://wgmods.net/859/details","link")
Custom Tank Skins	------"Nvidia-Style black"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p69/TOG_II_%22Nvidia-Style_black%22.html","link")
Custom Tank Skins	--Medium	
Custom Tank Skins	----Mk.1	
Custom Tank Skins	------Medium Mk.4005	=HYPERLINK("https://wgmods.net/2320/details","link")
Custom Tank Skins	----Centurion_Mk5-1	
Custom Tank Skins	------Talisman by Avalon	=HYPERLINK("https://wgmods.net/1509/details","link")
Custom Tank Skins	----Comet	
Custom Tank Skins	------Avalon's Comet Mk. 2 'Impertinent'	=HYPERLINK("https://wgmods.net/1513/","link")
Custom Tank Skins	----Cromwell	
Custom Tank Skins	------Cromwell Knight	=HYPERLINK("https://wgmods.net/2759/details","link")
Custom Tank Skins	------RGT by yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	----Cromwell B	
Custom Tank Skins	------Cromwell Knight  B	=HYPERLINK("https://wgmods.net/2760/details","link")
Custom Tank Skins	------RGT B by yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------Carbon	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p89/Cromwell_Berlin_%22Carbon%22.html","link")
Custom Tank Skins	----FV4202	
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/112/details","link")
Custom Tank Skins	----Centurion 7/1	
Custom Tank Skins	------Deh0mbreS	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/630-deh0mbres-renewed-centurion-mk3-mk71-british-medium-tank-remod","link")
Custom Tank Skins	------Thunderbolt by Avalon	=HYPERLINK("https://wgmods.net/1506/","link")
Custom Tank Skins	----Centurion Action X or  Centurion AX	
Custom Tank Skins	------AX Deh0mbreS	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/628-deh0mbres-renewed-centurion-action_x-remod","link")
Custom Tank Skins	------Avalon's Dreadnought	=HYPERLINK("https://wgmods.net/1507/","link")
Custom Tank Skins	------Dreadnought W/ Up Armored Turret	=HYPERLINK("https://wgmods.net/1507/","link")
Custom Tank Skins	--Tank Destroyer	
Custom Tank Skins	----FV217 Badger	
Custom Tank Skins	------Star Wars Han Solo	=HYPERLINK("https://wgmods.net/859/details","link")
Custom Tank Skins	----Charioteer	
Custom Tank Skins	------Dragon By Avalon	=HYPERLINK("https://wgmods.net/1514/","link")
Custom Tank Skins	----Conway	
Custom Tank Skins	------Avalon's Conway 'Viper'	=HYPERLINK("https://wgmods.net/1515/","link")
Custom Tank Skins	----Excalibur	
Custom Tank Skins	------Schwans Truck Style	=HYPERLINK("https://wgmods.net/2826/details","link")
Custom Tank Skins	Germany	
Custom Tank Skins	--Heavy	
Custom Tank Skins	----PzVII	
Custom Tank Skins	------Deh0mbreS dark yellow (dunkelgelb)	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/613-deh0mbres-veteran-remod-renewed-for-german-heavy-tank-pzkwvii-with-new-basecolor-german-neue-dunkelgelb","link")
Custom Tank Skins	------Deh0mbreS tank grey (panzergrau)	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/612-deh0mbres-veteran-remod-renewed-for-german-heavy-tank-pzkwvii","link")
Custom Tank Skins	----Maus	
Custom Tank Skins	------Deh0mbreS tank grey (panzergrau)	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/632-deh0mbres-renewed-maus-german-super-heavy-tank-in-panzergrau-maincolor","link")
Custom Tank Skins	------Deh0mbreS  dark yellow (dunkelgelb)	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/631-deh0mbres-renewed-maus-german-super-heavy-tank-remod","link")
Custom Tank Skins	------Santamaus	=HYPERLINK("https://wgmods.net/2645/details","link")
Custom Tank Skins	------Hier kommt die Maus by Yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------Green Hexagon	=HYPERLINK("https://wgmods.net/1882/details","link")
Custom Tank Skins	----Löwe	
Custom Tank Skins	------Dark yellow Löwe	=HYPERLINK("https://drive.google.com/file/d/1OyeX7eDOyFZgh2WpGzEP5K4ZkiL7bTf3/view","link")
Custom Tank Skins	------No.111	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/461-l%C3%B6we-20-skin-for-deh0mbres-renewed-veteran-remod-of-the-german-super-heavy-tank-l%C3%B6we","link")
Custom Tank Skins	------"Nvidia-Style black"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p74/L%C3%B6we_%22Nvidia-Style_black%22.html","link")
Custom Tank Skins	------Schwere Panzerabteilung 508	=HYPERLINK("https://wgmods.net/3582/","link")
Custom Tank Skins	----Tiger II	
Custom Tank Skins	------Deh0mbreS dark yellow (dunkelgelb)	=HYPERLINK("https://drive.google.com/file/d/1uCLcrta8A35hZByOzDRPO_vgozMXWlEK/view?usp=sharing","link")
Custom Tank Skins	------Muinch -- with Skirts	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/460-deh0mbres-renewed-veteran-remod-with-skin-for-tiger-ii-version-w-skirtz","link")
Custom Tank Skins	------Muinch -- No Skirts	=HYPERLINK("https://drive.google.com/file/d/16_63uwkHOuzxRZRsxvUZP63AiR3ZLP4R/view?usp=sharing","link")
Custom Tank Skins	----TigerP	
Custom Tank Skins	------TigerP Girls & Panzer by Yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	--Light	
Custom Tank Skins	----Rhm. Panzerwagen	
Custom Tank Skins	------Begleitpanzer 57	=HYPERLINK("https://wgmods.net/2422/details","link")
Custom Tank Skins	----M41 90 GF	
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/115/details","link")
Custom Tank Skins	----Luchs	
Custom Tank Skins	------Luchs Skilled  by yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	----PZ I C	
Custom Tank Skins	------Herbie by yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------EvelKnievel by yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------BB8	=HYPERLINK("https://wgmods.net/859/details","link")
Custom Tank Skins	----PzII J	
Custom Tank Skins	------Gold	=HYPERLINK("https://wgmods.net/2076/details","link")
Custom Tank Skins	--Medium	
Custom Tank Skins	----E-50	
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/110/details","link")
Custom Tank Skins	----E-50 M	
Custom Tank Skins	------"dirty snow"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p86/E_50_Ausf._M_"dirty_snow".html","link")
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/207/details","link")
Custom Tank Skins	----Leopard PT A	
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/1235/details","link")
Custom Tank Skins	----Leopard 1	
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/246/details","link")
Custom Tank Skins	------Leopard 1 "Schneeleopard"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p88/Leopard_1_"Schneeleopard".html","link")
Custom Tank Skins	----T-55A	
